      HGT,    UWind,    VWind,   TMP,isoBar_Pa,latitude,longitude,forecast_time_hr,forecast_time_unix
35718.227,36.19833,5.8196154,244.06912,500.0,36.5,-77.75,12:00:00,1681056000.0
35719.465,36.36833,5.809615,243.95912,500.0,36.5,-77.5,12:00:00,1681056000.0
33317.473,16.83887,1.5482141,236.38005,700.0,37.5,-81.5,12:00:00,1681056000.0
33317.992,17.17887,1.8082141,236.37006,700.0,37.5,-81.25,12:00:00,1681056000.0
33318.152,17.51887,2.1082141,236.36005,700.0,37.5,-81.0,12:00:00,1681056000.0
33318.273,17.85887,2.298214,236.37006,700.0,37.5,-80.75,12:00:00,1681056000.0
33318.312,18.18887,2.288214,236.41005,700.0,37.5,-80.5,12:00:00,1681056000.0
33318.51,18.52887,2.188214,236.54005,700.0,37.5,-80.25,12:00:00,1681056000.0
33319.152,18.818869,2.148214,236.78006,700.0,37.5,-80.0,12:00:00,1681056000.0
33320.35,18.888868,2.188214,237.06006,700.0,37.5,-79.75,12:00:00,1681056000.0
33321.67,18.79887,2.188214,237.20006,700.0,37.5,-79.5,12:00:00,1681056000.0
33322.832,18.738869,2.148214,237.21005,700.0,37.5,-79.25,12:00:00,1681056000.0
33323.51,18.828869,2.028214,237.18005,700.0,37.5,-79.0,12:00:00,1681056000.0
33323.87,19.058868,1.718214,237.17006,700.0,37.5,-78.75,12:00:00,1681056000.0
33323.67,19.27887,1.348214,237.20006,700.0,37.5,-78.5,12:00:00,1681056000.0
33323.273,19.478868,1.1382141,237.28006,700.0,37.5,-78.25,12:00:00,1681056000.0
33323.113,19.62887,1.0482141,237.37006,700.0,37.5,-78.0,12:00:00,1681056000.0
33322.91,19.748869,0.9482141,237.40005,700.0,37.5,-77.75,12:00:00,1681056000.0
33322.633,19.818869,0.8282141,237.40005,700.0,37.5,-77.5,12:00:00,1681056000.0
33321.992,17.408869,1.5382141,236.69005,700.0,37.25,-81.5,12:00:00,1681056000.0
33322.992,17.70887,1.6282141,236.70006,700.0,37.25,-81.25,12:00:00,1681056000.0
33323.152,18.00887,1.8082141,236.63005,700.0,37.25,-81.0,12:00:00,1681056000.0
33322.87,18.328869,1.968214,236.55005,700.0,37.25,-80.75,12:00:00,1681056000.0
33322.59,18.638868,2.018214,236.54005,700.0,37.25,-80.5,12:00:00,1681056000.0
33322.953,18.95887,2.058214,236.61005,700.0,37.25,-80.25,12:00:00,1681056000.0
33323.832,19.17887,2.178214,236.75005,700.0,37.25,-80.0,12:00:00,1681056000.0
33324.953,19.19887,2.298214,236.89006,700.0,37.25,-79.75,12:00:00,1681056000.0
33325.71,19.148869,2.288214,236.96005,700.0,37.25,-79.5,12:00:00,1681056000.0
33326.152,19.18887,2.158214,237.03006,700.0,37.25,-79.25,12:00:00,1681056000.0
33326.633,19.35887,2.018214,237.13005,700.0,37.25,-79.0,12:00:00,1681056000.0
33327.07,19.67887,1.7582141,237.30005,700.0,37.25,-78.75,12:00:00,1681056000.0
33327.473,19.95887,1.4282141,237.50005,700.0,37.25,-78.5,12:00:00,1681056000.0
33327.87,20.09887,1.2482141,237.63005,700.0,37.25,-78.25,12:00:00,1681056000.0
33327.953,20.248869,1.1882141,237.67006,700.0,37.25,-78.0,12:00:00,1681056000.0
33327.67,20.43887,1.0182141,237.72005,700.0,37.25,-77.75,12:00:00,1681056000.0
33327.71,20.50887,0.7682141,237.83005,700.0,37.25,-77.5,12:00:00,1681056000.0
33324.793,17.61887,1.9982141,236.72005,700.0,37.0,-81.5,12:00:00,1681056000.0
33325.793,17.908869,1.8982141,236.81006,700.0,37.0,-81.25,12:00:00,1681056000.0
33326.19,18.25887,1.7682141,236.88005,700.0,37.0,-81.0,12:00:00,1681056000.0
33326.19,18.58887,1.728214,236.94005,700.0,37.0,-80.75,12:00:00,1681056000.0
33326.473,18.84887,1.7682141,236.98006,700.0,37.0,-80.5,12:00:00,1681056000.0
33327.273,19.10887,1.858214,236.98006,700.0,37.0,-80.25,12:00:00,1681056000.0
33328.35,19.408869,1.9082141,236.92006,700.0,37.0,-80.0,12:00:00,1681056000.0
33328.87,19.718868,1.858214,236.89006,700.0,37.0,-79.75,12:00:00,1681056000.0
33329.152,19.988869,1.738214,236.96005,700.0,37.0,-79.5,12:00:00,1681056000.0
33329.59,20.168869,1.6282141,237.12006,700.0,37.0,-79.25,12:00:00,1681056000.0
33330.273,20.26887,1.608214,237.32005,700.0,37.0,-79.0,12:00:00,1681056000.0
33331.03,20.388868,1.598214,237.50005,700.0,37.0,-78.75,12:00:00,1681056000.0
33331.75,20.50887,1.458214,237.68005,700.0,37.0,-78.5,12:00:00,1681056000.0
33332.19,20.578869,1.2382141,237.81006,700.0,37.0,-78.25,12:00:00,1681056000.0
33332.07,20.77887,1.1182141,237.92006,700.0,37.0,-78.0,12:00:00,1681056000.0
33332.113,20.978868,0.9882141,238.10005,700.0,37.0,-77.75,12:00:00,1681056000.0
33332.75,20.95887,0.80821407,238.26006,700.0,37.0,-77.5,12:00:00,1681056000.0
33327.71,17.898869,2.1282141,236.75005,700.0,36.75,-81.5,12:00:00,1681056000.0
33328.03,18.248869,2.158214,236.81006,700.0,36.75,-81.25,12:00:00,1681056000.0
33328.273,18.62887,2.1082141,236.93005,700.0,36.75,-81.0,12:00:00,1681056000.0
33328.67,18.968868,2.0982141,237.13005,700.0,36.75,-80.75,12:00:00,1681056000.0
33329.51,19.228868,2.1082141,237.27005,700.0,36.75,-80.5,12:00:00,1681056000.0
33330.51,19.50887,2.058214,237.30005,700.0,36.75,-80.25,12:00:00,1681056000.0
33331.312,19.83887,1.838214,237.29005,700.0,36.75,-80.0,12:00:00,1681056000.0
33331.793,20.20887,1.578214,237.34006,700.0,36.75,-79.75,12:00:00,1681056000.0
33332.59,20.50887,1.478214,237.50005,700.0,36.75,-79.5,12:00:00,1681056000.0
33333.832,20.718868,1.5382141,237.65005,700.0,36.75,-79.25,12:00:00,1681056000.0
33334.87,20.988869,1.598214,237.72005,700.0,36.75,-79.0,12:00:00,1681056000.0
33335.59,21.29887,1.568214,237.79005,700.0,36.75,-78.75,12:00:00,1681056000.0
33336.03,21.52887,1.4182141,237.92006,700.0,36.75,-78.5,12:00:00,1681056000.0
33336.07,21.658869,1.1682141,238.13005,700.0,36.75,-78.25,12:00:00,1681056000.0
33336.152,21.67887,1.198214,238.38005,700.0,36.75,-78.0,12:00:00,1681056000.0
33336.87,21.568869,1.338214,238.59006,700.0,36.75,-77.75,12:00:00,1681056000.0
33337.75,21.388868,1.1782141,238.67006,700.0,36.75,-77.5,12:00:00,1681056000.0
33331.793,17.93887,2.0982141,237.09006,700.0,36.5,-81.5,12:00:00,1681056000.0
33331.832,18.418869,2.178214,237.00005,700.0,36.5,-81.25,12:00:00,1681056000.0
33331.71,18.86887,2.208214,237.01006,700.0,36.5,-81.0,12:00:00,1681056000.0
33332.152,19.19887,2.3282142,237.14006,700.0,36.5,-80.75,12:00:00,1681056000.0
33332.953,19.52887,2.448214,237.27005,700.0,36.5,-80.5,12:00:00,1681056000.0
33333.59,19.95887,2.3682141,237.38005,700.0,36.5,-80.25,12:00:00,1681056000.0
33334.152,20.388868,2.138214,237.56006,700.0,36.5,-80.0,12:00:00,1681056000.0
33334.91,20.67887,1.9982141,237.77005,700.0,36.5,-79.75,12:00:00,1681056000.0
33336.35,20.79887,2.0982141,237.94005,700.0,36.5,-79.5,12:00:00,1681056000.0
33337.87,20.998869,2.228214,237.93005,700.0,36.5,-79.25,12:00:00,1681056000.0
33338.59,21.50887,2.1182141,237.85005,700.0,36.5,-79.0,12:00:00,1681056000.0
33338.793,22.058868,1.7582141,237.91005,700.0,36.5,-78.75,12:00:00,1681056000.0
33338.91,22.36887,1.458214,238.12006,700.0,36.5,-78.5,12:00:00,1681056000.0
33339.312,22.53887,1.328214,238.42006,700.0,36.5,-78.25,12:00:00,1681056000.0
33340.312,22.61887,1.4382141,238.67006,700.0,36.5,-78.0,12:00:00,1681056000.0
33341.51,22.50887,1.5282141,238.82005,700.0,36.5,-77.75,12:00:00,1681056000.0
33342.434,22.27887,1.318214,238.92006,700.0,36.5,-77.5,12:00:00,1681056000.0
30872.582,7.1697216,0.7684106,231.81999,1000.0,37.5,-81.5,12:00:00,1681056000.0
30872.662,7.0697217,0.55841064,231.95999,1000.0,37.5,-81.25,12:00:00,1681056000.0
30872.621,6.9897213,0.46841064,232.09999,1000.0,37.5,-81.0,12:00:00,1681056000.0
