HGT,UWind,VWind,latitude,longitude,forecast_time_hr,forecast_time_unix
26426.695,-0.8226512,1.544336,37.0,-81.25,12,1745762400
26426.975,-1.2126513,1.7243359,37.0,-81.0,12,1745762400
26427.615,-1.4026512,1.9543359,37.0,-80.75,12,1745762400
26427.734,-1.4326512,1.9443359,37.0,-80.5,12,1745762400
26427.535,-1.2526512,1.884336,37.0,-80.25,12,1745762400
26427.256,-0.98265123,1.9943359,37.0,-80.0,12,1745762400
26426.494,-0.98265123,2.184336,37.0,-79.75,12,1745762400
26425.734,-1.1726512,2.3143358,37.0,-79.5,12,1745762400
26425.494,-1.2626512,2.2743359,37.0,-79.25,12,1745762400
26425.096,-1.3126512,1.9443359,37.0,-79.0,12,1745762400
26424.176,-1.5026512,1.424336,37.0,-78.75,12,1745762400
26423.336,-1.5826513,0.85433596,37.0,-78.5,12,1745762400
26422.975,-1.4126512,0.63433594,37.0,-78.25,12,1745762400
26423.336,-1.1226512,0.86433595,37.0,-78.0,12,1745762400
26424.176,-0.8826512,0.99433595,37.0,-77.75,12,1745762400
26424.855,-0.8426512,0.82433593,37.0,-77.5,12,1745762400
26426.055,-0.40265122,1.6143359,37.25,-81.5,12,1745762400
26425.814,-0.9526512,1.6043359,37.25,-81.25,12,1745762400
26425.855,-1.4026512,1.6043359,37.25,-81.0,12,1745762400
26426.375,-1.6026512,1.6943359,37.25,-80.75,12,1745762400
26426.814,-1.5826513,1.804336,37.25,-80.5,12,1745762400
26426.734,-1.5426512,1.894336,37.25,-80.25,12,1745762400
26426.375,-1.5726513,2.0543358,37.25,-80.0,12,1745762400
26425.734,-1.5526512,2.404336,37.25,-79.75,12,1745762400
26425.176,-1.4026512,2.654336,37.25,-79.5,12,1745762400
26424.414,-1.2626512,2.354336,37.25,-79.25,12,1745762400
26423.734,-1.3326513,1.774336,37.25,-79.0,12,1745762400
26423.135,-1.6626512,1.1243359,37.25,-78.75,12,1745762400
26422.855,-1.7926512,0.45433593,37.25,-78.5,12,1745762400
26423.096,-1.7026513,0.22433594,37.25,-78.25,12,1745762400
26423.734,-1.5426512,0.49433595,37.25,-78.0,12,1745762400
26423.895,-1.5826513,0.49433595,37.25,-77.75,12,1745762400
26424.096,-1.7626512,0.26433593,37.25,-77.5,12,1745762400
26424.615,-1.0826513,1.674336,37.5,-81.5,12,1745762400
26424.535,-1.5726513,1.5743359,37.5,-81.25,12,1745762400
26425.256,-1.8126512,1.554336,37.5,-81.0,12,1745762400
26426.176,-1.6826512,1.684336,37.5,-80.75,12,1745762400
26426.414,-1.4626513,1.9543359,37.5,-80.5,12,1745762400
26426.096,-1.5026512,2.174336,37.5,-80.25,12,1745762400
26425.855,-1.7126513,2.374336,37.5,-80.0,12,1745762400
26425.055,-1.7226512,2.594336,37.5,-79.75,12,1745762400
26424.336,-1.6326512,2.454336,37.5,-79.5,12,1745762400
26423.414,-1.7326512,1.8343359,37.5,-79.25,12,1745762400
26422.814,-1.9226512,1.1043359,37.5,-79.0,12,1745762400
26422.855,-2.0426512,0.48433593,37.5,-78.75,12,1745762400
26423.295,-2.1626513,-0.055664062,37.5,-78.5,12,1745762400
26423.615,-2.2726512,-0.16566406,37.5,-78.25,12,1745762400
26423.615,-2.3226511,0.16433594,37.5,-78.0,12,1745762400
26423.574,-2.4226513,0.28433594,37.5,-77.75,12,1745762400
26423.615,-2.5026512,0.32433593,37.5,-77.5,12,1745762400
28298.744,1.2313647,0.21341676,36.5,-81.5,12,1745762400
28300.105,1.8013648,0.24341674,36.5,-81.25,12,1745762400
28301.266,2.2213647,0.25341675,36.5,-81.0,12,1745762400
28301.705,2.3813648,0.28341675,36.5,-80.75,12,1745762400
28301.186,2.2113647,0.30341676,36.5,-80.5,12,1745762400
28300.225,1.8213648,0.25341675,36.5,-80.25,12,1745762400
28299.506,1.3113648,0.15341675,36.5,-80.0,12,1745762400
28299.426,1.0613648,0.06341675,36.5,-79.75,12,1745762400
28300.064,1.1813648,0.06341675,36.5,-79.5,12,1745762400
28300.305,1.1713648,0.15341675,36.5,-79.25,12,1745762400
28300.664,1.0813648,0.32341674,36.5,-79.0,12,1745762400
28301.744,1.2813648,0.5534167,36.5,-78.75,12,1745762400
28301.625,1.1013647,0.77341676,36.5,-78.5,12,1745762400
28300.744,0.57136476,0.9334167,36.5,-78.25,12,1745762400
28300.305,0.18136474,0.98341674,36.5,-78.0,12,1745762400
28299.586,-0.26863524,0.77341676,36.5,-77.75,12,1745762400
28299.426,-0.47863525,0.44341674,36.5,-77.5,12,1745762400
28297.744,1.6113647,0.47341675,36.75,-81.5,12,1745762400
28299.186,2.0913649,0.61341673,36.75,-81.25,12,1745762400
28299.664,2.3713648,0.67341673,36.75,-81.0,12,1745762400
28299.426,2.3613648,0.59341675,36.75,-80.75,12,1745762400
28299.145,2.2013648,0.51341677,36.75,-80.5,12,1745762400
28298.785,1.9713647,0.5034168,36.75,-80.25,12,1745762400
28298.266,1.5913647,0.53341675,36.75,-80.0,12,1745762400
28298.586,1.4213648,0.67341673,36.75,-79.75,12,1745762400
28299.664,1.5313648,0.83341676,36.75,-79.5,12,1745762400
28300.225,1.4513648,0.79341674,36.75,-79.25,12,1745762400
28300.625,1.3313648,0.85341674,36.75,-79.0,12,1745762400
28301.346,1.3213648,1.0134168,36.75,-78.75,12,1745762400
28301.025,0.94136477,1.0134168,36.75,-78.5,12,1745762400
28300.346,0.42136475,0.97341675,36.75,-78.25,12,1745762400
28299.465,-0.23863526,0.84341675,36.75,-78.0,12,1745762400
28298.385,-0.9586353,0.60341674,36.75,-77.75,12,1745762400
28298.586,-1.1486353,0.43341675,36.75,-77.5,12,1745762400
28296.744,2.0213647,0.98341674,37.0,-81.5,12,1745762400
28297.305,2.3613648,0.98341674,37.0,-81.25,12,1745762400
28297.225,2.4713647,0.91341674,37.0,-81.0,12,1745762400
28297.266,2.4413648,0.83341676,37.0,-80.75,12,1745762400
28297.385,2.3313646,0.8034167,37.0,-80.5,12,1745762400
28297.545,2.1113648,0.78341675,37.0,-80.25,12,1745762400
28297.904,1.8213648,0.84341675,37.0,-80.0,12,1745762400
28298.225,1.6613648,1.1034168,37.0,-79.75,12,1745762400
28298.664,1.4713647,1.4134167,37.0,-79.5,12,1745762400
28299.385,1.2313647,1.4634167,37.0,-79.25,12,1745762400
28300.225,1.1313647,1.4134167,37.0,-79.0,12,1745762400
28300.744,1.0013647,1.3234167,37.0,-78.75,12,1745762400
28300.625,0.59136474,1.0134168,37.0,-78.5,12,1745762400
28299.984,0.071364745,0.6334168,37.0,-78.25,12,1745762400
28298.824,-0.53863525,0.46341676,37.0,-78.0,12,1745762400
28297.904,-1.0086353,0.57341677,37.0,-77.75,12,1745762400
28297.824,-1.0486352,0.8034167,37.0,-77.5,12,1745762400
28295.105,2.0413647,1.3834168,37.25,-81.5,12,1745762400
28295.705,2.4313648,1.4734168,37.25,-81.25,12,1745762400
28295.945,2.6613648,1.5634167,37.25,-81.0,12,1745762400
28296.225,2.6713648,1.5034168,37.25,-80.75,12,1745762400
28296.506,2.4513648,1.2434168,37.25,-80.5,12,1745762400
28296.506,2.1513648,1.0234168,37.25,-80.25,12,1745762400
28296.785,1.9013648,0.91341674,37.25,-80.0,12,1745762400
28297.385,1.6113647,0.9334167,37.25,-79.75,12,1745762400
28298.145,1.2713647,1.1134168,37.25,-79.5,12,1745762400
28298.744,1.0813648,1.3134167,37.25,-79.25,12,1745762400
28299.625,0.97136474,1.4134167,37.25,-79.0,12,1745762400
28300.145,0.72136474,1.3234167,37.25,-78.75,12,1745762400
28299.664,0.29136476,1.0334167,37.25,-78.5,12,1745762400
28298.904,-0.14863525,0.8034167,37.25,-78.25,12,1745762400
28298.426,-0.39863527,0.9434168,37.25,-78.0,12,1745762400
28297.664,-0.47863525,1.3834168,37.25,-77.75,12,1745762400
28296.705,-0.5186353,1.7534168,37.25,-77.5,12,1745762400
28293.545,1.9113648,1.7934167,37.5,-81.5,12,1745762400
28293.984,2.2513647,2.0834167,37.5,-81.25,12,1745762400
28294.225,2.3713648,2.1934168,37.5,-81.0,12,1745762400
28294.225,2.3013647,1.9334167,37.5,-80.75,12,1745762400
28294.545,2.1613648,1.5134168,37.5,-80.5,12,1745762400
28294.945,1.9913647,1.1934167,37.5,-80.25,12,1745762400
28295.346,1.7813648,0.97341675,37.5,-80.0,12,1745762400
28296.064,1.4413648,0.85341674,37.5,-79.75,12,1745762400
28297.625,1.2513647,0.92341673,37.5,-79.5,12,1745762400
28298.545,1.1713648,1.0634167,37.5,-79.25,12,1745762400
28298.506,0.94136477,1.1934167,37.5,-79.0,12,1745762400
28298.305,0.64136475,1.1334168,37.5,-78.75,12,1745762400
28297.984,0.26136476,1.0434167,37.5,-78.5,12,1745762400
28297.506,-0.048635256,1.2334168,37.5,-78.25,12,1745762400
28297.305,-0.13863525,1.6434168,37.5,-78.0,12,1745762400
28296.984,-0.13863525,2.1034167,37.5,-77.75,12,1745762400
28295.945,-0.22863525,2.4134169,37.5,-77.5,12,1745762400
30984.63,2.7844384,3.8428466,36.5,-81.5,12,1745762400
30984.39,2.3444386,3.7928467,36.5,-81.25,12,1745762400
30985.03,2.1344385,3.8028467,36.5,-81.0,12,1745762400
30986.15,2.1144385,3.7428467,36.5,-80.75,12,1745762400
30987.59,2.3244386,3.5928466,36.5,-80.5,12,1745762400
30989.27,2.7444384,3.4328468,36.5,-80.25,12,1745762400
30990.87,3.1044385,3.3228467,36.5,-80.0,12,1745762400
30991.67,3.1044385,3.2128468,36.5,-79.75,12,1745762400
30992.39,3.0044384,3.1028466,36.5,-79.5,12,1745762400
30993.27,3.0344384,2.9828467,36.5,-79.25,12,1745762400
30993.43,2.8244386,2.9128466,36.5,-79.0,12,1745762400
30993.35,2.7044384,2.9928467,36.5,-78.75,12,1745762400
30994.71,3.1344385,3.1828468,36.5,-78.5,12,1745762400
30995.27,3.3044386,3.2928467,36.5,-78.25,12,1745762400
30995.51,3.2544384,3.4228468,36.5,-78.0,12,1745762400
30996.63,3.4144385,3.7928467,36.5,-77.75,12,1745762400
30997.19,3.2444384,4.092847,36.5,-77.5,12,1745762400
30982.71,2.5644386,3.5228467,36.75,-81.5,12,1745762400
30983.03,2.4044385,3.4228468,36.75,-81.25,12,1745762400
30983.99,2.4844384,3.3528466,36.75,-81.0,12,1745762400
30985.03,2.4244385,3.2828467,36.75,-80.75,12,1745762400
30986.39,2.6344385,3.1728468,36.75,-80.5,12,1745762400
30987.91,2.9244385,3.0228467,36.75,-80.25,12,1745762400
30989.03,3.1044385,2.8128467,36.75,-80.0,12,1745762400
30989.91,3.1044385,2.6828468,36.75,-79.75,12,1745762400
30990.95,3.1044385,2.7128468,36.75,-79.5,12,1745762400
30991.83,3.0844386,2.7428467,36.75,-79.25,12,1745762400
30992.39,2.8144386,2.7928467,36.75,-79.0,12,1745762400
30993.11,2.9244385,3.0228467,36.75,-78.75,12,1745762400
30993.91,3.3844385,3.2128468,36.75,-78.5,12,1745762400
30993.27,3.4044385,3.2928467,36.75,-78.25,12,1745762400
30993.43,3.5444384,3.5128467,36.75,-78.0,12,1745762400
30994.15,3.7044384,3.9028466,36.75,-77.75,12,1745762400
30993.91,3.3644385,4.192847,36.75,-77.5,12,1745762400
30981.83,2.4144385,3.3428466,37.0,-81.5,12,1745762400
30982.23,2.3644385,3.2128468,37.0,-81.25,12,1745762400
30983.19,2.3444386,3.1028466,37.0,-81.0,12,1745762400
30984.15,2.3644385,2.9728467,37.0,-80.75,12,1745762400
30985.19,2.5344384,2.8028467,37.0,-80.5,12,1745762400
30986.23,2.7844384,2.6328466,37.0,-80.25,12,1745762400
30987.51,2.9544384,2.3728466,37.0,-80.0,12,1745762400
30988.79,2.9344385,2.1928468,37.0,-79.75,12,1745762400
30990.07,2.9644384,2.2028468,37.0,-79.5,12,1745762400
30991.19,2.8944385,2.3428466,37.0,-79.25,12,1745762400
30991.83,2.8044386,2.5628467,37.0,-79.0,12,1745762400
30992.31,2.9644384,2.9028466,37.0,-78.75,12,1745762400
30992.23,3.1644385,3.1528466,37.0,-78.5,12,1745762400
30991.59,3.2944384,3.4128466,37.0,-78.25,12,1745762400
30991.51,3.5044384,3.6728468,37.0,-78.0,12,1745762400
30991.75,3.5444384,3.7628467,37.0,-77.75,12,1745762400
30991.59,3.2044384,3.7428467,37.0,-77.5,12,1745762400
30981.59,2.1244385,3.1228466,37.25,-81.5,12,1745762400
30981.91,1.9444385,3.0928466,37.25,-81.25,12,1745762400
30982.23,1.7744385,2.8928466,37.25,-81.0,12,1745762400
30982.63,1.8044385,2.6328466,37.25,-80.75,12,1745762400
30983.35,2.0244384,2.5528467,37.25,-80.5,12,1745762400
30984.23,2.2744384,2.5528467,37.25,-80.25,12,1745762400
30985.19,2.3544385,2.4528468,37.25,-80.0,12,1745762400
30986.79,2.4344385,2.3128467,37.25,-79.75,12,1745762400
30988.63,2.5844386,2.3228467,37.25,-79.5,12,1745762400
30989.67,2.6044385,2.5028467,37.25,-79.25,12,1745762400
30990.55,2.6444385,2.7628467,37.25,-79.0,12,1745762400
30991.03,2.7544384,3.0428467,37.25,-78.75,12,1745762400
30990.79,2.9144385,3.2128468,37.25,-78.5,12,1745762400
30990.39,2.9544384,3.3028467,37.25,-78.25,12,1745762400
30990.47,2.9644384,3.2728467,37.25,-78.0,12,1745762400
30990.79,2.8544385,3.0728467,37.25,-77.75,12,1745762400
30991.11,2.6444385,2.9028466,37.25,-77.5,12,1745762400
30980.87,1.3844385,2.6528466,37.5,-81.5,12,1745762400
30980.71,1.1544385,2.5028467,37.5,-81.25,12,1745762400
30980.71,1.0144385,2.3828466,37.5,-81.0,12,1745762400
30980.87,1.1144385,2.4628468,37.5,-80.75,12,1745762400
30981.75,1.3244385,2.6528466,37.5,-80.5,12,1745762400
30982.87,1.5744385,2.7628467,37.5,-80.25,12,1745762400
30984.07,1.7344384,2.8328466,37.5,-80.0,12,1745762400
30985.19,1.8644385,2.8628466,37.5,-79.75,12,1745762400
30987.03,2.0144384,2.9128466,37.5,-79.5,12,1745762400
30988.63,2.1044385,2.9828467,37.5,-79.25,12,1745762400
30989.43,2.2144384,3.1028466,37.5,-79.0,12,1745762400
30989.83,2.3144386,3.1228466,37.5,-78.75,12,1745762400
30990.15,2.2544384,2.9328468,37.5,-78.5,12,1745762400
30989.99,2.1744385,2.7328467,37.5,-78.25,12,1745762400
30989.99,1.9544384,2.5428467,37.5,-78.0,12,1745762400
30990.55,1.8144385,2.2328467,37.5,-77.75,12,1745762400
30991.03,1.6744385,1.9328467,37.5,-77.5,12,1745762400
33410.098,6.4593897,3.2231238,36.5,-81.5,12,1745762400
33410.977,6.85939,3.623124,36.5,-81.25,12,1745762400
33410.9,6.7093897,3.9131238,36.5,-81.0,12,1745762400
33410.977,6.4893894,4.213124,36.5,-80.75,12,1745762400
33411.38,6.3893895,4.5031238,36.5,-80.5,12,1745762400
33412.016,6.3893895,4.5831237,36.5,-80.25,12,1745762400
33413.777,6.6493897,4.553124,36.5,-80.0,12,1745762400
33415.7,7.0393896,4.6231236,36.5,-79.75,12,1745762400
33416.336,7.2493896,4.7731237,36.5,-79.5,12,1745762400
33416.74,7.4593897,5.0231237,36.5,-79.25,12,1745762400
33417.617,7.9493895,5.3331237,36.5,-79.0,12,1745762400
33417.617,7.8693895,5.3931236,36.5,-78.75,12,1745762400
33417.457,7.4793897,5.1631236,36.5,-78.5,12,1745762400
33418.58,7.6493897,5.1631236,36.5,-78.25,12,1745762400
33419.617,7.8893895,5.2931237,36.5,-78.0,12,1745762400
33419.938,7.6893897,5.303124,36.5,-77.75,12,1745762400
33420.098,7.52939,5.323124,36.5,-77.5,12,1745762400
33408.496,6.4893894,3.5931237,36.75,-81.5,12,1745762400
33409.22,6.4893894,3.9931238,36.75,-81.25,12,1745762400
33409.297,6.27939,4.2231236,36.75,-81.0,12,1745762400
33409.457,6.1593895,4.403124,36.75,-80.75,12,1745762400
33409.86,6.04939,4.553124,36.75,-80.5,12,1745762400
33410.336,5.9593897,4.613124,36.75,-80.25,12,1745762400
33411.86,6.12939,4.653124,36.75,-80.0,12,1745762400
33413.54,6.4893894,4.743124,36.75,-79.75,12,1745762400
33414.258,6.6793895,4.823124,36.75,-79.5,12,1745762400
33414.74,6.9093895,4.8931236,36.75,-79.25,12,1745762400
33415.22,7.2093897,4.9731236,36.75,-79.0,12,1745762400
33415.06,6.9393897,4.8731236,36.75,-78.75,12,1745762400
33416.016,6.9093895,4.783124,36.75,-78.5,12,1745762400
33418.098,7.27939,4.8731236,36.75,-78.25,12,1745762400
33419.617,7.31939,4.7931237,36.75,-78.0,12,1745762400
33420.816,7.2393894,4.633124,36.75,-77.75,12,1745762400
33421.7,7.3493896,4.613124,36.75,-77.5,12,1745762400
33407.22,6.1193895,3.5631237,37.0,-81.5,12,1745762400
33407.137,5.9693894,3.863124,37.0,-81.25,12,1745762400
33406.9,5.8293896,4.113124,37.0,-81.0,12,1745762400
33406.9,5.7693896,4.343124,37.0,-80.75,12,1745762400
33407.457,5.75939,4.6031237,37.0,-80.5,12,1745762400
33408.016,5.62939,4.843124,37.0,-80.25,12,1745762400
33409.297,5.6593895,4.963124,37.0,-80.0,12,1745762400
33410.336,5.79939,4.9531236,37.0,-79.75,12,1745762400
33411.06,5.9593897,4.863124,37.0,-79.5,12,1745762400
33411.7,6.2193894,4.6631236,37.0,-79.25,12,1745762400
33412.176,6.3993897,4.3731236,37.0,-79.0,12,1745762400
33412.656,6.3993897,4.113124,37.0,-78.75,12,1745762400
33415.137,6.5593896,4.133124,37.0,-78.5,12,1745762400
33417.7,6.6993895,4.1631236,37.0,-78.25,12,1745762400
33419.297,6.5593896,4.053124,37.0,-78.0,12,1745762400
33421.297,6.58939,4.0631237,37.0,-77.75,12,1745762400
33422.58,6.81939,4.1431236,37.0,-77.5,12,1745762400
33405.06,5.6793895,3.4831238,37.25,-81.5,12,1745762400
33404.977,5.6193895,3.7131238,37.25,-81.25,12,1745762400
33404.656,5.54939,4.0831237,37.25,-81.0,12,1745762400
33404.74,5.54939,4.493124,37.25,-80.75,12,1745762400
33405.22,5.3993897,4.7931237,37.25,-80.5,12,1745762400
33405.7,5.2493896,4.963124,37.25,-80.25,12,1745762400
33406.58,5.2093897,5.0231237,37.25,-80.0,12,1745762400
33407.54,5.2293897,4.8931236,37.25,-79.75,12,1745762400
33408.418,5.31939,4.6231236,37.25,-79.5,12,1745762400
33408.977,5.4893894,4.2531238,37.25,-79.25,12,1745762400
33410.098,5.6493897,3.8331237,37.25,-79.0,12,1745762400
33412.176,5.85939,3.5731237,37.25,-78.75,12,1745762400
33414.977,6.1193895,3.5631237,37.25,-78.5,12,1745762400
33417.137,6.1893897,3.6631238,37.25,-78.25,12,1745762400
33418.9,6.10939,3.8431237,37.25,-78.0,12,1745762400
33420.496,6.1593895,4.1231236,37.25,-77.75,12,1745762400
33421.297,6.2893896,4.3531237,37.25,-77.5,12,1745762400
33402.9,5.54939,3.4431238,37.5,-81.5,12,1745762400
33403.617,5.6593895,3.8331237,37.5,-81.25,12,1745762400
33404.016,5.5193896,4.263124,37.5,-81.0,12,1745762400
33404.016,5.2893896,4.553124,37.5,-80.75,12,1745762400
33404.336,4.9693894,4.633124,37.5,-80.5,12,1745762400
33405.06,4.7093897,4.633124,37.5,-80.25,12,1745762400
33405.617,4.6793895,4.5431237,37.5,-80.0,12,1745762400
33405.54,4.6193895,4.283124,37.5,-79.75,12,1745762400
33406.176,4.6793895,3.9731238,37.5,-79.5,12,1745762400
33407.137,4.7893896,3.7231238,37.5,-79.25,12,1745762400
33408.58,5.06939,3.5631237,37.5,-79.0,12,1745762400
33410.9,5.4393897,3.5831237,37.5,-78.75,12,1745762400
33413.617,5.8493896,3.7731237,37.5,-78.5,12,1745762400
33414.977,5.9293895,4.0231237,37.5,-78.25,12,1745762400
33415.7,5.83939,4.323124,37.5,-78.0,12,1745762400
33416.977,5.83939,4.733124,37.5,-77.75,12,1745762400
33417.86,5.9293895,5.0031238,37.5,-77.5,12,1745762400
35754.29,10.625449,3.1898463,36.5,-81.5,12,1745762400
35754.207,10.315449,2.9498463,36.5,-81.25,12,1745762400
35754.688,10.365449,2.7098463,36.5,-81.0,12,1745762400
35755.168,10.575449,2.389846,36.5,-80.75,12,1745762400
35755.49,10.495449,2.0998461,36.5,-80.5,12,1745762400
35756.29,10.615449,1.8898462,36.5,-80.25,12,1745762400
35757.168,10.695449,1.8998462,36.5,-80.0,12,1745762400
35757.887,10.745449,1.9498461,36.5,-79.75,12,1745762400
35758.688,10.955449,1.9198462,36.5,-79.5,12,1745762400
35759.566,10.915449,1.6998461,36.5,-79.25,12,1745762400
35760.688,10.615449,1.4198462,36.5,-79.0,12,1745762400
35762.29,10.485449,1.3098462,36.5,-78.75,12,1745762400
35764.047,10.465449,1.1298462,36.5,-78.5,12,1745762400
35765.887,10.385449,0.7098462,36.5,-78.25,12,1745762400
35767.566,10.565449,0.25984618,36.5,-78.0,12,1745762400
35769.406,11.205449,0.009846192,36.5,-77.75,12,1745762400
35771.33,11.985449,-0.11015381,36.5,-77.5,12,1745762400
35752.29,10.045449,2.889846,36.75,-81.5,12,1745762400
35752.766,9.875449,2.5898461,36.75,-81.25,12,1745762400
35752.848,9.955449,2.2598462,36.75,-81.0,12,1745762400
35752.926,9.955449,1.9498461,36.75,-80.75,12,1745762400
35753.49,10.095449,1.7698462,36.75,-80.5,12,1745762400
35754.45,10.415449,1.7498462,36.75,-80.25,12,1745762400
35754.926,10.595449,1.7998462,36.75,-80.0,12,1745762400
35755.727,10.68545,1.7998462,36.75,-79.75,12,1745762400
35757.008,10.76545,1.6898462,36.75,-79.5,12,1745762400
35758.13,10.51545,1.4498461,36.75,-79.25,12,1745762400
35759.566,10.195449,1.2798462,36.75,-79.0,12,1745762400
35761.49,10.155449,1.1198462,36.75,-78.75,12,1745762400
35762.61,9.945449,0.7098462,36.75,-78.5,12,1745762400
35763.97,9.915449,0.2698462,36.75,-78.25,12,1745762400
35765.81,10.375449,0.04984619,36.75,-78.0,12,1745762400
35767.727,11.10545,-0.02015381,36.75,-77.75,12,1745762400
35769.566,11.695449,-0.06015381,36.75,-77.5,12,1745762400
35750.29,9.535449,2.7098463,37.0,-81.5,12,1745762400
35750.688,9.5554495,2.5098462,37.0,-81.25,12,1745762400
35750.766,9.64545,2.2598462,37.0,-81.0,12,1745762400
35751.008,9.665449,2.0498462,37.0,-80.75,12,1745762400
35751.727,9.97545,1.8998462,37.0,-80.5,12,1745762400
35752.926,10.35545,1.8098462,37.0,-80.25,12,1745762400
35753.65,10.47545,1.7198462,37.0,-80.0,12,1745762400
35754.29,10.565449,1.6598462,37.0,-79.75,12,1745762400
35755.33,10.445449,1.5298462,37.0,-79.5,12,1745762400
35756.766,10.115449,1.3798462,37.0,-79.25,12,1745762400
35758.688,9.965449,1.2998462,37.0,-79.0,12,1745762400
35759.887,9.735449,1.1198462,37.0,-78.75,12,1745762400
35760.688,9.575449,0.7798462,37.0,-78.5,12,1745762400
35762.207,9.875449,0.6298462,37.0,-78.25,12,1745762400
35763.566,10.51545,0.73984617,37.0,-78.0,12,1745762400
35764.766,11.045449,0.80984616,37.0,-77.75,12,1745762400
35766.047,11.43545,0.7898462,37.0,-77.5,12,1745762400
35748.207,9.275449,2.359846,37.25,-81.5,12,1745762400
35749.008,9.35545,2.1998463,37.25,-81.25,12,1745762400
35749.81,9.35545,1.9898462,37.25,-81.0,12,1745762400
35750.688,9.35545,1.7998462,37.25,-80.75,12,1745762400
35751.566,9.565449,1.6598462,37.25,-80.5,12,1745762400
35752.527,9.93545,1.4998462,37.25,-80.25,12,1745762400
35753.246,10.18545,1.3998462,37.25,-80.0,12,1745762400
35753.97,10.425449,1.3698462,37.25,-79.75,12,1745762400
35754.766,10.335449,1.3698462,37.25,-79.5,12,1745762400
35755.33,10.0554495,1.4198462,37.25,-79.25,12,1745762400
35756.367,9.815449,1.4698462,37.25,-79.0,12,1745762400
35756.766,9.455449,1.3898462,37.25,-78.75,12,1745762400
35757.246,9.425449,1.3798462,37.25,-78.5,12,1745762400
35758.688,9.97545,1.4598461,37.25,-78.25,12,1745762400
35759.97,10.47545,1.5598462,37.25,-78.0,12,1745762400
35761.008,10.85545,1.5498462,37.25,-77.75,12,1745762400
35762.29,11.135449,1.4198462,37.25,-77.5,12,1745762400
35747.008,8.97545,2.0198462,37.5,-81.5,12,1745762400
35747.887,8.915449,1.5798461,37.5,-81.25,12,1745762400
35749.246,8.875449,1.1598462,37.5,-81.0,12,1745762400
35750.45,8.93545,0.98984617,37.5,-80.75,12,1745762400
35751.33,9.255449,0.98984617,37.5,-80.5,12,1745762400
35752.207,9.675449,1.0698462,37.5,-80.25,12,1745762400
35752.766,10.065449,1.2598462,37.5,-80.0,12,1745762400
35752.848,10.405449,1.5198462,37.5,-79.75,12,1745762400
35753.168,10.405449,1.7198462,37.5,-79.5,12,1745762400
35752.926,10.14545,1.8098462,37.5,-79.25,12,1745762400
35752.29,9.72545,1.7698462,37.5,-79.0,12,1745762400
35751.97,9.335449,1.6798462,37.5,-78.75,12,1745762400
35753.168,9.425449,1.6398462,37.5,-78.5,12,1745762400
35755.008,9.865449,1.6598462,37.5,-78.25,12,1745762400
35756.45,10.295449,1.6598462,37.5,-78.0,12,1745762400
35758.207,10.585449,1.5298462,37.5,-77.75,12,1745762400
35759.81,10.815449,1.3298461,37.5,-77.5,12,1745762400
39463.098,8.693125,1.4896741,36.5,-81.5,12,1745762400
39464.86,8.943125,1.3496741,36.5,-81.25,12,1745762400
39467.098,9.283124,1.419674,36.5,-81.0,12,1745762400
39469.098,9.403125,1.549674,36.5,-80.75,12,1745762400
39470.06,9.303124,1.799674,36.5,-80.5,12,1745762400
39469.74,8.963124,2.069674,36.5,-80.25,12,1745762400
39469.74,8.703124,2.1896741,36.5,-80.0,12,1745762400
39469.9,8.603125,2.299674,36.5,-79.75,12,1745762400
39469.977,8.443125,2.4096742,36.5,-79.5,12,1745762400
39470.54,8.383124,2.479674,36.5,-79.25,12,1745762400
39471.74,8.763124,2.559674,36.5,-79.0,12,1745762400
39472.938,9.003124,2.6496742,36.5,-78.75,12,1745762400
39473.418,9.103125,2.729674,36.5,-78.5,12,1745762400
39473.656,9.103125,2.8996742,36.5,-78.25,12,1745762400
39474.137,9.163124,3.059674,36.5,-78.0,12,1745762400
39473.9,8.843124,3.1396742,36.5,-77.75,12,1745762400
39472.457,8.103125,3.069674,36.5,-77.5,12,1745762400
39460.54,8.653125,1.3396741,36.75,-81.5,12,1745762400
39462.297,9.033124,1.2196741,36.75,-81.25,12,1745762400
39464.617,9.383124,1.2196741,36.75,-81.0,12,1745762400
39466.617,9.613125,1.3896741,36.75,-80.75,12,1745762400
39467.977,9.613125,1.7396741,36.75,-80.5,12,1745762400
39467.9,9.243124,2.019674,36.75,-80.25,12,1745762400
39467.58,8.863125,2.229674,36.75,-80.0,12,1745762400
39467.58,8.713124,2.4296741,36.75,-79.75,12,1745762400
39467.336,8.563125,2.589674,36.75,-79.5,12,1745762400
39467.098,8.603125,2.719674,36.75,-79.25,12,1745762400
39467.418,8.803124,2.779674,36.75,-79.0,12,1745762400
39468.297,9.103125,2.839674,36.75,-78.75,12,1745762400
39468.777,9.233125,3.029674,36.75,-78.5,12,1745762400
39468.86,9.323124,3.279674,36.75,-78.25,12,1745762400
39469.176,9.273125,3.479674,36.75,-78.0,12,1745762400
39468.7,8.823124,3.4496741,36.75,-77.75,12,1745762400
39467.656,8.083124,3.1796741,36.75,-77.5,12,1745762400
39458.22,8.653125,1.0096741,37.0,-81.5,12,1745762400
39459.74,8.963124,0.95967406,37.0,-81.25,12,1745762400
39461.816,9.363125,1.039674,37.0,-81.0,12,1745762400
