HGT,UWind,VWind,TMP,isoBar_Pa,latitude,longitude,forecast_time_hr,forecast_time_unix
198.85532,0.5868189,-1.4921288,288.5754,100000.0,36.5,-81.5,12,1745762400
198.79532,0.5868189,-2.842129,288.5654,100000.0,36.5,-81.25,12,1745762400
199.11531,0.80681884,-3.7921288,288.1254,100000.0,36.5,-81.0,12,1745762400
199.57532,0.27681884,-3.152129,287.8454,100000.0,36.5,-80.75,12,1745762400
198.89531,-0.52318114,-2.672129,288.30542,100000.0,36.5,-80.5,12,1745762400
199.9553,-0.9231812,-2.582129,288.0354,100000.0,36.5,-80.25,12,1745762400
200.97531,-0.9731811,-3.4821289,287.6654,100000.0,36.5,-80.0,12,1745762400
201.13531,-0.96318114,-4.212129,287.5454,100000.0,36.5,-79.75,12,1745762400
200.97531,-0.56318116,-3.932129,287.0154,100000.0,36.5,-79.5,12,1745762400
200.19531,-0.6731812,-5.1721287,287.0054,100000.0,36.5,-79.25,12,1745762400
200.07532,-0.70318115,-5.3621287,286.4054,100000.0,36.5,-79.0,12,1745762400
199.03531,-1.1231811,-5.512129,285.93542,100000.0,36.5,-78.75,12,1745762400
198.35532,-0.6731812,-6.1321287,285.61542,100000.0,36.5,-78.5,12,1745762400
197.41531,-0.38318115,-6.9221287,285.6254,100000.0,36.5,-78.25,12,1745762400
196.01532,0.29681885,-7.542129,285.6254,100000.0,36.5,-78.0,12,1745762400
194.97531,0.27681884,-8.762129,285.2254,100000.0,36.5,-77.75,12,1745762400
193.63531,0.5868189,-8.572129,284.93542,100000.0,36.5,-77.5,12,1745762400
210.83531,0.10681885,-1.622129,285.9454,100000.0,36.75,-81.5,12,1745762400
207.2353,0.54681885,-2.402129,286.7554,100000.0,36.75,-81.25,12,1745762400
206.97531,1.2768189,-3.862129,286.39542,100000.0,36.75,-81.0,12,1745762400
204.19531,1.0368189,-4.042129,286.6654,100000.0,36.75,-80.75,12,1745762400
201.53531,0.67681885,-4.3421288,286.8754,100000.0,36.75,-80.5,12,1745762400
200.89531,0.48681885,-2.9721289,287.2254,100000.0,36.75,-80.25,12,1745762400
200.93532,-0.11318115,-2.912129,287.58542,100000.0,36.75,-80.0,12,1745762400
201.61531,-0.37318116,-4.202129,287.1954,100000.0,36.75,-79.75,12,1745762400
201.83531,0.026818847,-3.5521288,286.8254,100000.0,36.75,-79.5,12,1745762400
201.21532,-0.27318114,-4.412129,287.0054,100000.0,36.75,-79.25,12,1745762400
200.89531,-0.37318116,-5.482129,286.0754,100000.0,36.75,-79.0,12,1745762400
199.99532,-0.65318114,-5.522129,285.7954,100000.0,36.75,-78.75,12,1745762400
199.01532,-0.5531812,-6.3421288,285.4554,100000.0,36.75,-78.5,12,1745762400
197.11531,-0.023181152,-7.6121287,285.5154,100000.0,36.75,-78.25,12,1745762400
195.77531,0.19681884,-7.792129,285.39542,100000.0,36.75,-78.0,12,1745762400
195.01532,0.55681884,-8.602129,285.0954,100000.0,36.75,-77.75,12,1745762400
194.05531,0.98681885,-8.752129,284.6354,100000.0,36.75,-77.5,12,1745762400
215.47531,-0.26318115,-1.5621289,284.8154,100000.0,37.0,-81.5,12,1745762400
213.4553,0.50681883,-2.2221289,285.3154,100000.0,37.0,-81.25,12,1745762400
211.57532,1.1368189,-2.5521288,285.5454,100000.0,37.0,-81.0,12,1745762400
208.89531,0.87681884,-2.812129,285.83542,100000.0,37.0,-80.75,12,1745762400
209.25531,1.4268188,-3.7421288,285.0654,100000.0,37.0,-80.5,12,1745762400
203.99532,1.2668189,-2.952129,286.18542,100000.0,37.0,-80.25,12,1745762400
201.51532,0.47681886,-2.862129,286.9454,100000.0,37.0,-80.0,12,1745762400
202.3753,0.60681885,-4.192129,286.7254,100000.0,37.0,-79.75,12,1745762400
202.29532,0.90681887,-2.922129,286.3454,100000.0,37.0,-79.5,12,1745762400
201.21532,0.44681886,-3.2421288,286.86542,100000.0,37.0,-79.25,12,1745762400
201.2353,0.24681884,-4.462129,286.02542,100000.0,37.0,-79.0,12,1745762400
200.3753,-0.14318115,-4.572129,285.89542,100000.0,37.0,-78.75,12,1745762400
199.3153,-0.6031811,-6.082129,285.7054,100000.0,37.0,-78.5,12,1745762400
197.8153,0.28681886,-7.1721287,285.27542,100000.0,37.0,-78.25,12,1745762400
196.79532,0.65681887,-7.352129,284.9454,100000.0,37.0,-78.0,12,1745762400
195.91531,1.0968188,-8.172129,284.71542,100000.0,37.0,-77.75,12,1745762400
195.01532,1.6068188,-8.662128,284.2954,100000.0,37.0,-77.5,12,1745762400
222.65532,-0.93318117,-1.7121289,283.6754,100000.0,37.25,-81.5,12,1745762400
220.47531,-0.013181153,-1.9021289,284.0954,100000.0,37.25,-81.25,12,1745762400
215.9553,0.39681885,-2.0021288,284.89542,100000.0,37.25,-81.0,12,1745762400
212.89531,1.2068188,-1.892129,284.9054,100000.0,37.25,-80.75,12,1745762400
207.77531,0.92681885,-2.2721288,285.6554,100000.0,37.25,-80.5,12,1745762400
205.27531,0.48681885,-1.9821289,286.05542,100000.0,37.25,-80.25,12,1745762400
203.8153,0.97681886,-2.2621288,286.4754,100000.0,37.25,-80.0,12,1745762400
203.89531,1.2868189,-3.402129,285.9554,100000.0,37.25,-79.75,12,1745762400
203.05531,1.3168188,-2.072129,285.58542,100000.0,37.25,-79.5,12,1745762400
201.3753,1.0168189,-3.132129,286.55542,100000.0,37.25,-79.25,12,1745762400
201.15532,0.54681885,-2.632129,286.0954,100000.0,37.25,-79.0,12,1745762400
200.11531,0.09681885,-2.692129,286.1654,100000.0,37.25,-78.75,12,1745762400
200.17531,-0.36318114,-6.042129,285.2954,100000.0,37.25,-78.5,12,1745762400
199.35532,0.86681885,-6.9221287,284.6554,100000.0,37.25,-78.25,12,1745762400
198.03531,1.2868189,-6.332129,284.36542,100000.0,37.25,-78.0,12,1745762400
196.75531,1.5368189,-7.232129,284.2554,100000.0,37.25,-77.75,12,1745762400
195.5953,2.326819,-8.022129,284.0154,100000.0,37.25,-77.5,12,1745762400
222.07532,-1.8531811,-2.4821289,284.52542,100000.0,37.5,-81.5,12,1745762400
219.61531,-1.0331812,-2.852129,284.64542,100000.0,37.5,-81.25,12,1745762400
217.69531,-0.20318115,-2.5521288,284.86542,100000.0,37.5,-81.0,12,1745762400
216.57532,0.37681884,-2.2521288,284.71542,100000.0,37.5,-80.75,12,1745762400
213.9553,0.68681884,-2.2821288,284.7354,100000.0,37.5,-80.5,12,1745762400
209.77531,0.96681887,-1.6821289,284.9454,100000.0,37.5,-80.25,12,1745762400
205.83531,0.91681886,-2.112129,285.4854,100000.0,37.5,-80.0,12,1745762400
206.33531,0.80681884,-2.2821288,284.71542,100000.0,37.5,-79.75,12,1745762400
202.77531,0.8368189,-1.7921289,285.5654,100000.0,37.5,-79.5,12,1745762400
202.2353,1.0068189,-2.2221289,285.4154,100000.0,37.5,-79.25,12,1745762400
201.85532,1.0568188,-1.6621289,285.39542,100000.0,37.5,-79.0,12,1745762400
200.85532,0.18681885,-2.202129,285.30542,100000.0,37.5,-78.75,12,1745762400
200.93532,0.66681886,-5.582129,284.5954,100000.0,37.5,-78.5,12,1745762400
199.41531,1.6768188,-6.522129,284.46542,100000.0,37.5,-78.25,12,1745762400
197.91531,1.9468188,-5.762129,284.1254,100000.0,37.5,-78.0,12,1745762400
196.0953,2.4468188,-7.482129,284.2654,100000.0,37.5,-77.75,12,1745762400
193.93532,3.2268188,-8.752129,284.4754,100000.0,37.5,-77.5,12,1745762400
412.6572,0.57962155,-1.4909644,287.18292,97500.0,36.5,-81.5,12,1745762400
412.57718,0.5896216,-2.8409643,287.17294,97500.0,36.5,-81.25,12,1745762400
412.51718,0.7996216,-3.7909644,286.73294,97500.0,36.5,-81.0,12,1745762400
412.79718,0.27962157,-3.1509643,286.45294,97500.0,36.5,-80.75,12,1745762400
412.4372,-0.67037845,-3.4909644,286.62292,97500.0,36.5,-80.5,12,1745762400
413.2172,-1.2503784,-3.9109643,286.08292,97500.0,36.5,-80.25,12,1745762400
413.7572,-1.5603784,-5.8409643,285.28293,97500.0,36.5,-80.0,12,1745762400
413.5972,-1.5403785,-7.6109643,284.96292,97500.0,36.5,-79.75,12,1745762400
413.0372,-1.0303785,-6.2409644,284.44293,97500.0,36.5,-79.5,12,1745762400
412.41718,-0.7903784,-6.7409644,284.69293,97500.0,36.5,-79.25,12,1745762400
411.79718,-0.9003784,-7.040964,284.07294,97500.0,36.5,-79.0,12,1745762400
410.45718,-1.3403784,-6.7009645,283.62292,97500.0,36.5,-78.75,12,1745762400
409.6172,-0.8803784,-7.1809645,283.41293,97500.0,36.5,-78.5,12,1745762400
408.69717,-0.4303784,-8.020965,283.43292,97500.0,36.5,-78.25,12,1745762400
407.2772,0.3196216,-8.670964,283.45294,97500.0,36.5,-78.0,12,1745762400
405.9372,0.3496216,-9.800964,283.09293,97500.0,36.5,-77.75,12,1745762400
404.41718,0.7096216,-9.360965,282.84293,97500.0,36.5,-77.5,12,1745762400
422.7772,0.109621584,-1.6209644,284.57294,97500.0,36.75,-81.5,12,1745762400
419.6772,0.5496216,-2.4009643,285.37292,97500.0,36.75,-81.25,12,1745762400
419.1172,1.2696216,-3.8709643,285.01294,97500.0,36.75,-81.0,12,1745762400
416.5372,1.0396216,-4.040964,285.28293,97500.0,36.75,-80.75,12,1745762400
414.0372,0.6696216,-4.3509645,285.49292,97500.0,36.75,-80.5,12,1745762400
413.6772,0.48962158,-2.9709644,285.83292,97500.0,36.75,-80.25,12,1745762400
413.85718,-0.18037842,-4.500964,285.55292,97500.0,36.75,-80.0,12,1745762400
414.07718,-0.48037842,-7.210964,284.88293,97500.0,36.75,-79.75,12,1745762400
413.8772,-0.05037842,-5.940964,284.35294,97500.0,36.75,-79.5,12,1745762400
413.29718,-0.47037843,-6.8609643,284.51294,97500.0,36.75,-79.25,12,1745762400
412.3972,-0.4603784,-6.6809645,283.82294,97500.0,36.75,-79.0,12,1745762400
411.3172,-0.74037844,-6.540964,283.59293,97500.0,36.75,-78.75,12,1745762400
410.1772,-0.74037844,-7.5509644,283.30292,97500.0,36.75,-78.5,12,1745762400
408.29718,-0.05037842,-8.940965,283.34293,97500.0,36.75,-78.25,12,1745762400
406.85718,0.20962158,-9.030964,283.20294,97500.0,36.75,-78.0,12,1745762400
405.85718,0.6496216,-9.840964,282.93292,97500.0,36.75,-77.75,12,1745762400
404.5972,1.0996215,-9.720964,282.51294,97500.0,36.75,-77.5,12,1745762400
426.5572,-0.26037842,-1.5609643,283.44293,97500.0,37.0,-81.5,12,1745762400
424.8372,0.49962157,-2.2209644,283.94293,97500.0,37.0,-81.25,12,1745762400
423.1172,1.1296216,-2.5509644,284.17294,97500.0,37.0,-81.0,12,1745762400
420.63718,0.8696216,-2.8109643,284.46292,97500.0,37.0,-80.75,12,1745762400
420.4372,1.4296216,-3.7409644,283.69293,97500.0,37.0,-80.5,12,1745762400
415.9972,1.2696216,-2.9509645,284.81293,97500.0,37.0,-80.25,12,1745762400
414.07718,0.49962157,-3.0209644,285.52292,97500.0,37.0,-80.0,12,1745762400
414.57718,1.1696216,-6.8909645,284.56293,97500.0,37.0,-79.75,12,1745762400
414.07718,1.3896216,-4.8609643,283.95294,97500.0,37.0,-79.5,12,1745762400
413.1772,0.69962156,-6.0709643,284.30292,97500.0,37.0,-79.25,12,1745762400
412.6572,0.30962157,-6.0309644,283.68292,97500.0,37.0,-79.0,12,1745762400
411.7772,-0.31037843,-5.6809645,283.65292,97500.0,37.0,-78.75,12,1745762400
410.5572,-0.67037845,-7.960964,283.44293,97500.0,37.0,-78.5,12,1745762400
408.7172,0.33962157,-9.030964,282.97293,97500.0,37.0,-78.25,12,1745762400
407.51718,0.74962157,-8.620964,282.75293,97500.0,37.0,-78.0,12,1745762400
406.47717,1.2196215,-9.400965,282.54294,97500.0,37.0,-77.75,12,1745762400
405.29718,1.7296215,-9.680964,282.17294,97500.0,37.0,-77.5,12,1745762400
432.8772,-0.9403784,-1.7109643,282.30292,97500.0,37.25,-81.5,12,1745762400
430.97717,-0.010378418,-1.9009644,282.72293,97500.0,37.25,-81.25,12,1745762400
427.01718,0.39962158,-2.0009644,283.52292,97500.0,37.25,-81.0,12,1745762400
